label,goes_class,fl_lon,fl_lat,rest_fl,rest_lon,rest_lat
2019/01/01/HMI.m2019.01.01_20.00.00.jpg,B2.8,21,9,"['B1.2', 'A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[30, 14, 28, 29, 23, 21]","[10, 9, 9, 9, 9, 10]"
2019/01/01/HMI.m2019.01.01_21.00.00.jpg,B2.8,21,9,"['B1.2', 'A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[30, 14, 28, 29, 23, 21]","[10, 9, 9, 9, 9, 10]"
2019/01/01/HMI.m2019.01.01_22.00.00.jpg,B2.8,21,9,"['B1.2', 'A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[30, 14, 28, 29, 23, 21]","[10, 9, 9, 9, 9, 10]"
2019/01/01/HMI.m2019.01.01_23.00.00.jpg,B2.8,21,9,"['B1.2', 'A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[30, 14, 28, 29, 23, 21]","[10, 9, 9, 9, 9, 10]"
2019/01/02/HMI.m2019.01.02_00.00.00.jpg,B2.8,21,9,"['B1.2', 'A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[30, 14, 28, 29, 23, 21]","[10, 9, 9, 9, 9, 10]"
2019/01/02/HMI.m2019.01.02_01.00.00.jpg,B2.8,21,9,"['B1.2', 'A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[30, 14, 28, 29, 23, 21]","[10, 9, 9, 9, 9, 10]"
2019/01/02/HMI.m2019.01.02_02.00.00.jpg,B1.2,30,10,"['A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[14, 28, 29, 23, 21]","[9, 9, 9, 9, 10]"
2019/01/02/HMI.m2019.01.02_03.00.00.jpg,B1.2,30,10,"['A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[14, 28, 29, 23, 21]","[9, 9, 9, 9, 10]"
2019/01/02/HMI.m2019.01.02_04.00.00.jpg,B1.2,30,10,"['A6.5', 'A6.4', 'A6.3', 'A5.7', 'A4.1']","[14, 28, 29, 23, 21]","[9, 9, 9, 9, 10]"
2019/01/02/HMI.m2019.01.02_05.00.00.jpg,B1.2,30,10,"['B1.0', 'A6.5', 'A6.4', 'A6.3', 'A5.7']","[37, 14, 28, 29, 23]","[10, 9, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_06.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A6.5', 'A6.4', 'A6.3', 'A5.7']","[37, 37, 14, 28, 29, 23]","[11, 10, 9, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_07.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A6.5', 'A6.4', 'A6.3']","[37, 37, 14, 28, 29]","[11, 10, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_08.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A6.5', 'A6.4', 'A6.3']","[37, 37, 14, 28, 29]","[11, 10, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_09.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A6.5', 'A6.4', 'A6.3']","[37, 37, 14, 28, 29]","[11, 10, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_10.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A6.5', 'A6.4', 'A6.3']","[37, 37, 14, 28, 29]","[11, 10, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_11.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A6.5', 'A6.4', 'A6.3']","[37, 37, 14, 28, 29]","[11, 10, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_12.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A6.5', 'A6.4', 'A6.3']","[37, 37, 14, 28, 29]","[11, 10, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_13.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A7.0', 'A6.5', 'A6.4', 'A6.3']","[37, 37, 40, 14, 28, 29]","[11, 10, 9, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_16.00.00.jpg,B1.2,30,10,"['B1.2', 'B1.0', 'A7.0', 'A6.3', 'A5.4', 'A4.9', 'A4.7']","[37, 37, 40, 29, 40, 41, 41]","[11, 10, 9, 9, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_20.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A4.9', 'A4.7']","[37, 37, 40, 40, 41, 41]","[11, 10, 9, 9, 9, 9]"
2019/01/02/HMI.m2019.01.02_21.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7']","[37, 37, 40, 40, 43, 41, 41]","[11, 10, 9, 9, 7, 9, 9]"
2019/01/02/HMI.m2019.01.02_22.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7']","[37, 37, 40, 40, 43, 41, 41]","[11, 10, 9, 9, 7, 9, 9]"
2019/01/02/HMI.m2019.01.02_23.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7']","[37, 37, 40, 40, 43, 41, 41]","[11, 10, 9, 9, 7, 9, 9]"
2019/01/03/HMI.m2019.01.03_00.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7']","[37, 37, 40, 40, 43, 41, 41]","[11, 10, 9, 9, 7, 9, 9]"
2019/01/03/HMI.m2019.01.03_01.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7']","[37, 37, 40, 40, 43, 41, 41]","[11, 10, 9, 9, 7, 9, 9]"
2019/01/03/HMI.m2019.01.03_02.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[37, 37, 40, 40, 43, 41, 41, 49]","[11, 10, 9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_03.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[37, 37, 40, 40, 43, 41, 41, 49]","[11, 10, 9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_04.00.00.jpg,B1.9,-89,10,"['B1.2', 'B1.0', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[37, 37, 40, 40, 43, 41, 41, 49]","[11, 10, 9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_05.00.00.jpg,B1.9,-89,10,"['B1.2', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[37, 40, 40, 43, 41, 41, 49]","[11, 9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_06.00.00.jpg,B1.9,-89,10,"['A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[40, 40, 43, 41, 41, 49]","[9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_07.00.00.jpg,B1.9,-89,10,"['A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[40, 40, 43, 41, 41, 49]","[9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_08.00.00.jpg,B1.9,-89,10,"['A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[40, 40, 43, 41, 41, 49]","[9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_09.00.00.jpg,B1.9,-89,10,"['A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[40, 40, 43, 41, 41, 49]","[9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_10.00.00.jpg,B1.9,-89,10,"['A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[40, 40, 43, 41, 41, 49]","[9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_11.00.00.jpg,B1.9,-89,10,"['A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[40, 40, 43, 41, 41, 49]","[9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_12.00.00.jpg,B4.2,55,10,"['B1.9', 'A7.0', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[-89, 40, 40, 43, 41, 41, 49]","[10, 9, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_13.00.00.jpg,B4.2,55,10,"['B1.9', 'A5.4', 'A5.0', 'A4.9', 'A4.7', 'A3.1']","[-89, 40, 43, 41, 41, 49]","[10, 9, 7, 9, 9, 9]"
2019/01/03/HMI.m2019.01.03_14.00.00.jpg,B4.2,55,10,"['B1.9', 'A5.0', 'A4.7', 'A3.1']","[-89, 43, 41, 49]","[10, 7, 9, 9]"
2019/01/03/HMI.m2019.01.03_15.00.00.jpg,B4.2,55,10,"['B1.9', 'A5.0', 'A3.1']","[-89, 43, 49]","[10, 7, 9]"
2019/01/03/HMI.m2019.01.03_16.00.00.jpg,B4.2,55,10,"['B1.9', 'A5.0', 'A3.1']","[-89, 43, 49]","[10, 7, 9]"
2019/01/03/HMI.m2019.01.03_17.00.00.jpg,B4.2,55,10,"['A5.0', 'A3.1']","[43, 49]","[7, 9]"
2019/01/03/HMI.m2019.01.03_18.00.00.jpg,B4.2,55,10,"['A5.0', 'A3.1']","[43, 49]","[7, 9]"
2019/01/03/HMI.m2019.01.03_19.00.00.jpg,B4.2,55,10,"['A5.0', 'A3.1']","[43, 49]","[7, 9]"
2019/01/03/HMI.m2019.01.03_20.00.00.jpg,B4.2,55,10,"['A5.0', 'A3.1']","[43, 49]","[7, 9]"
2019/01/03/HMI.m2019.01.03_21.00.00.jpg,B4.2,55,10,['A3.1'],[49],[9]
2019/01/03/HMI.m2019.01.03_22.00.00.jpg,B4.2,55,10,['A3.1'],[49],[9]
2019/01/03/HMI.m2019.01.03_23.00.00.jpg,B4.2,55,10,['A3.1'],[49],[9]
2019/01/04/HMI.m2019.01.04_00.00.00.jpg,B4.2,55,10,['A3.1'],[49],[9]
2019/01/04/HMI.m2019.01.04_01.00.00.jpg,B4.2,55,10,['A3.1'],[49],[9]
2019/01/04/HMI.m2019.01.04_02.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_03.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_04.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_05.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_06.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_07.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_08.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_09.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_10.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_11.00.00.jpg,B4.2,55,10,,,
2019/01/04/HMI.m2019.01.04_12.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_13.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_14.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_15.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_16.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_17.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_18.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_19.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_20.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_21.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_22.00.00.jpg,NF,unk,unk,,,
2019/01/04/HMI.m2019.01.04_23.00.00.jpg,NF,unk,unk,,,
2019/01/05/HMI.m2019.01.05_00.00.00.jpg,NF,unk,unk,,,
2019/01/05/HMI.m2019.01.05_01.00.00.jpg,NF,unk,unk,,,
2019/01/05/HMI.m2019.01.05_02.00.00.jpg,B3.1,73,8,,,
2019/01/05/HMI.m2019.01.05_03.00.00.jpg,B3.1,73,8,,,
2019/01/05/HMI.m2019.01.05_04.00.00.jpg,B3.1,73,8,['B1.3'],[74],[8]
2019/01/05/HMI.m2019.01.05_05.00.00.jpg,B3.1,73,8,"['B2.1', 'B1.3']","[78, 74]","[8, 8]"
2019/01/05/HMI.m2019.01.05_06.00.00.jpg,B8.6,75,9,"['B3.1', 'B2.1', 'B1.3']","[73, 78, 74]","[8, 8, 8]"
2019/01/05/HMI.m2019.01.05_07.00.00.jpg,B8.6,75,9,"['B3.1', 'B2.1', 'B1.3']","[73, 78, 74]","[8, 8, 8]"
2019/01/05/HMI.m2019.01.05_08.00.00.jpg,B8.6,75,9,"['B3.1', 'B2.1', 'B1.3']","[73, 78, 74]","[8, 8, 8]"
2019/01/05/HMI.m2019.01.05_09.00.00.jpg,B8.6,75,9,"['B3.1', 'B2.1', 'B1.4', 'B1.3']","[73, 78, 80, 74]","[8, 8, 9, 8]"
2019/01/05/HMI.m2019.01.05_10.00.00.jpg,B8.6,75,9,"['B3.1', 'B2.1', 'B1.4', 'B1.3']","[73, 78, 80, 74]","[8, 8, 9, 8]"
2019/01/05/HMI.m2019.01.05_11.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.4', 'B1.3']","[75, 73, 78, 80, 74]","[9, 8, 8, 9, 8]"
2019/01/05/HMI.m2019.01.05_12.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.4', 'B1.3']","[75, 73, 78, 80, 74]","[9, 8, 8, 9, 8]"
2019/01/05/HMI.m2019.01.05_13.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.4', 'B1.3']","[75, 73, 78, 80, 74]","[9, 8, 8, 9, 8]"
2019/01/05/HMI.m2019.01.05_14.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_15.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_16.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_17.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_18.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_19.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_20.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_21.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_22.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3']","[75, 73, 78, 78, 80, 74]","[9, 8, 8, 11, 9, 8]"
2019/01/05/HMI.m2019.01.05_23.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3', 'A7.2']","[75, 73, 78, 78, 80, 74, 89]","[9, 8, 8, 11, 9, 8, 9]"
2019/01/06/HMI.m2019.01.06_00.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3', 'A7.2']","[75, 73, 78, 78, 80, 74, 89]","[9, 8, 8, 11, 9, 8, 9]"
2019/01/06/HMI.m2019.01.06_01.00.00.jpg,C1.6,79,9,"['B8.6', 'B3.1', 'B2.1', 'B1.6', 'B1.4', 'B1.3', 'A7.9', 'A7.2']","[75, 73, 78, 78, 80, 74, 89, 89]","[9, 8, 8, 11, 9, 8, 9, 9]"
2019/01/06/HMI.m2019.01.06_02.00.00.jpg,C1.6,79,9,"['B8.6', 'B2.1', 'B1.6', 'B1.4', 'B1.3', 'A7.9', 'A7.2', 'A6.2']","[75, 78, 78, 80, 74, 89, 89, 89]","[9, 8, 11, 9, 8, 9, 9, 9]"
2019/01/06/HMI.m2019.01.06_03.00.00.jpg,C1.6,79,9,"['B8.6', 'B2.1', 'B1.6', 'B1.4', 'B1.3', 'A7.9', 'A7.2', 'A6.2', 'A6.1']","[75, 78, 78, 80, 74, 89, 89, 89, 89]","[9, 8, 11, 9, 8, 9, 9, 9, 10]"
2019/01/06/HMI.m2019.01.06_04.00.00.jpg,C1.6,79,9,"['B8.6', 'B2.1', 'B1.6', 'B1.4', 'A7.9', 'A7.2', 'A6.2', 'A6.1']","[75, 78, 78, 80, 89, 89, 89, 89]","[9, 8, 11, 9, 9, 9, 9, 10]"
2019/01/06/HMI.m2019.01.06_05.00.00.jpg,C1.6,79,9,"['B8.6', 'B1.6', 'B1.4', 'A7.9', 'A7.2', 'A6.2', 'A6.1', 'A4.3']","[75, 78, 80, 89, 89, 89, 89, 89]","[9, 11, 9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_06.00.00.jpg,C1.6,79,9,"['B1.6', 'B1.4', 'A7.9', 'A7.2', 'A6.2', 'A6.1', 'A4.3']","[78, 80, 89, 89, 89, 89, 89]","[11, 9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_07.00.00.jpg,C1.6,79,9,"['B1.6', 'B1.4', 'A7.9', 'A7.2', 'A6.2', 'A6.1', 'A4.3']","[78, 80, 89, 89, 89, 89, 89]","[11, 9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_08.00.00.jpg,C1.6,79,9,"['B1.6', 'B1.4', 'A7.9', 'A7.2', 'A6.2', 'A6.1', 'A4.3']","[78, 80, 89, 89, 89, 89, 89]","[11, 9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_09.00.00.jpg,C1.6,79,9,"['B1.6', 'A7.9', 'A7.2', 'A6.2', 'A6.1', 'A4.3']","[78, 89, 89, 89, 89, 89]","[11, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_10.00.00.jpg,C1.6,79,9,"['B1.6', 'A7.9', 'A7.2', 'A6.2', 'A6.1', 'A4.3']","[78, 89, 89, 89, 89, 89]","[11, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_11.00.00.jpg,B1.6,78,11,"['B1.1', 'A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_12.00.00.jpg,B1.6,78,11,"['B1.1', 'A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_13.00.00.jpg,B1.6,78,11,"['B1.1', 'A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_14.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_15.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_16.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_17.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_18.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_19.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_20.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_21.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_22.00.00.jpg,B1.1,89,9,"['A7.9', 'A7.2', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89, 89]","[9, 9, 9, 9, 10, 9]"
2019/01/06/HMI.m2019.01.06_23.00.00.jpg,B1.1,89,9,"['A7.9', 'A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89, 89]","[9, 9, 9, 10, 9]"
2019/01/07/HMI.m2019.01.07_00.00.00.jpg,B1.1,89,9,"['A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89]","[9, 9, 10, 9]"
2019/01/07/HMI.m2019.01.07_01.00.00.jpg,B1.1,89,9,"['A6.7', 'A6.2', 'A6.1', 'A4.3']","[89, 89, 89, 89]","[9, 9, 10, 9]"
2019/01/07/HMI.m2019.01.07_02.00.00.jpg,B1.1,89,9,"['A6.7', 'A6.1', 'A4.3']","[89, 89, 89]","[9, 10, 9]"
2019/01/07/HMI.m2019.01.07_03.00.00.jpg,B1.1,89,9,"['A6.7', 'A4.3']","[89, 89]","[9, 9]"
2019/01/07/HMI.m2019.01.07_04.00.00.jpg,B1.1,89,9,"['A6.7', 'A4.3']","[89, 89]","[9, 9]"
2019/01/07/HMI.m2019.01.07_05.00.00.jpg,B1.1,89,9,['A6.7'],[89],[9]
2019/01/07/HMI.m2019.01.07_06.00.00.jpg,B1.1,89,9,['A6.7'],[89],[9]
2019/01/07/HMI.m2019.01.07_07.00.00.jpg,B1.1,89,9,['A6.7'],[89],[9]
2019/01/07/HMI.m2019.01.07_08.00.00.jpg,B1.1,89,9,['A6.7'],[89],[9]
2019/01/07/HMI.m2019.01.07_09.00.00.jpg,B1.1,89,9,['A6.7'],[89],[9]
2019/01/07/HMI.m2019.01.07_10.00.00.jpg,B1.1,89,9,['A6.7'],[89],[9]
2019/01/07/HMI.m2019.01.07_11.00.00.jpg,A2.0,-35,8,,,
2019/01/07/HMI.m2019.01.07_12.00.00.jpg,A2.0,-35,8,,,
2019/01/07/HMI.m2019.01.07_13.00.00.jpg,A2.0,-35,8,,,
2019/01/07/HMI.m2019.01.07_14.00.00.jpg,A2.0,-35,8,,,
2019/01/07/HMI.m2019.01.07_15.00.00.jpg,A2.0,-35,8,,,
2019/01/07/HMI.m2019.01.07_16.00.00.jpg,A2.0,-35,8,,,
2019/01/07/HMI.m2019.01.07_17.00.00.jpg,A2.0,-35,8,,,
