label,goes_class,fl_location,flare_start
2010/12/07/HMI.m2010.12.07_06.00.00.jpg,B1.9,"(-38.54793081632674, 16)",2010-12-07 07:19:00
2010/12/07/HMI.m2010.12.07_07.00.00.jpg,B1.9,"(-38.54793081632674, 16)",2010-12-07 07:19:00
2010/12/07/HMI.m2010.12.07_08.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_09.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_10.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_11.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_12.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_13.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_14.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_15.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_16.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_17.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_18.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_20.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_21.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_22.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/07/HMI.m2010.12.07_23.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/08/HMI.m2010.12.08_00.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/08/HMI.m2010.12.08_01.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/08/HMI.m2010.12.08_02.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/08/HMI.m2010.12.08_03.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/08/HMI.m2010.12.08_04.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/08/HMI.m2010.12.08_05.00.00.jpg,B1.4,"(-0.11384903357564236, 31)",2010-12-08 05:05:00
2010/12/08/HMI.m2010.12.08_06.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_07.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_08.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_09.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_10.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_11.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_12.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_13.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_14.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/08/HMI.m2010.12.08_15.00.00.jpg,B1.3,"(11.87412400417166, 31)",2010-12-09 03:17:00
2010/12/10/HMI.m2010.12.10_00.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_01.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_02.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_03.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_04.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_05.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_06.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_07.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_08.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_09.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_10.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_11.00.00.jpg,B2.4,"(80.19100175217035, 11)",2010-12-10 19:09:00
2010/12/10/HMI.m2010.12.10_12.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_13.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_14.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_15.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_16.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_17.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_18.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_19.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_20.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_21.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_22.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/10/HMI.m2010.12.10_23.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/11/HMI.m2010.12.11_00.00.00.jpg,B4.0,"(39.45382723044514, 34.2832072913209)",2010-12-11 11:14:00
2010/12/11/HMI.m2010.12.11_07.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_08.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_09.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_10.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_11.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_12.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_13.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_14.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_15.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_16.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_17.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_18.00.00.jpg,B4.1,"(61.95925456319207, -24.18268535035239)",2010-12-12 03:37:00
2010/12/11/HMI.m2010.12.11_19.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/11/HMI.m2010.12.11_20.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/11/HMI.m2010.12.11_21.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/11/HMI.m2010.12.11_22.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/11/HMI.m2010.12.11_23.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_00.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_01.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_02.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_03.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_04.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_05.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_06.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_07.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_08.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_09.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_10.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_11.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_12.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_13.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_14.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_15.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_16.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_17.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_18.00.00.jpg,B5.9,"(-77, 21)",2010-12-12 18:43:00
2010/12/12/HMI.m2010.12.12_19.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/12/HMI.m2010.12.12_20.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/12/HMI.m2010.12.12_21.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/12/HMI.m2010.12.12_22.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/12/HMI.m2010.12.12_23.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_00.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_01.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_02.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_03.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_04.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_05.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_06.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_07.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_08.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_09.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_10.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_11.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_12.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_13.00.00.jpg,B2.7,"(-66.35980866587715, 20.04489393039677)",2010-12-13 13:24:00
2010/12/13/HMI.m2010.12.13_14.00.00.jpg,B1.8,"(75.35825538787586, 31.340162510147092)",2010-12-13 22:40:00
2010/12/13/HMI.m2010.12.13_15.00.00.jpg,B1.8,"(75.35825538787586, 31.340162510147092)",2010-12-13 22:40:00
2010/12/13/HMI.m2010.12.13_16.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/13/HMI.m2010.12.13_17.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/13/HMI.m2010.12.13_18.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/13/HMI.m2010.12.13_19.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/13/HMI.m2010.12.13_20.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/13/HMI.m2010.12.13_21.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/13/HMI.m2010.12.13_22.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/13/HMI.m2010.12.13_23.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/14/HMI.m2010.12.14_00.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/14/HMI.m2010.12.14_01.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/14/HMI.m2010.12.14_02.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/14/HMI.m2010.12.14_03.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/14/HMI.m2010.12.14_05.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/14/HMI.m2010.12.14_06.00.00.jpg,C2.3,"(55, 16)",2010-12-14 15:03:00
2010/12/14/HMI.m2010.12.14_07.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_08.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_09.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_10.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_11.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_12.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_13.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_14.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_15.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_16.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_17.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_18.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_19.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_20.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/14/HMI.m2010.12.14_21.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/15/HMI.m2010.12.15_00.00.00.jpg,C5.3,"(-39.14127219935199, 18)",2010-12-15 06:27:00
2010/12/15/HMI.m2010.12.15_07.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_08.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_09.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_10.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_11.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_12.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_13.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_14.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_15.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_16.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_20.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_21.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_22.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/15/HMI.m2010.12.15_23.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/16/HMI.m2010.12.16_00.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/16/HMI.m2010.12.16_02.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/16/HMI.m2010.12.16_03.00.00.jpg,B7.4,"(-27.417843802573884, 18)",2010-12-16 04:00:00
2010/12/16/HMI.m2010.12.16_04.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_05.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_06.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_07.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_08.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_09.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_10.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_11.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_12.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_13.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_14.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_15.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_16.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_17.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_18.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_19.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_20.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_21.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_22.00.00.jpg,B4.9,"(-89.06409155636868, 6.166593908248615)",2010-12-16 22:25:00
2010/12/16/HMI.m2010.12.16_23.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_00.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_01.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_02.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_03.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_04.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_05.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_06.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_07.00.00.jpg,B4.9,"(-12.520013229362055, 19)",2010-12-17 07:17:00
2010/12/17/HMI.m2010.12.17_08.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_09.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_10.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_11.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_12.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_13.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_14.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_15.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
2010/12/17/HMI.m2010.12.17_16.00.00.jpg,B2.4,"(-4.396893394391213, 18.942846243409694)",2010-12-17 21:53:00
