label,goes_class,original_goes_class,file_size_bytes,fl_lon,fl_lat,rest_fl,rest_lon,rest_lat
2010/12/08/HMI.m2010.12.08_05.00.00.jpg,0,B1.4,44662,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, 11.8741240042]","[31.0, 31.0]"
2010/12/08/HMI.m2010.12.08_06.00.00.jpg,0,B1.3,44433,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_07.00.00.jpg,0,B1.3,44450,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_08.00.00.jpg,0,B1.3,44436,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_09.00.00.jpg,0,B1.3,44468,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_10.00.00.jpg,0,B1.3,44485,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_11.00.00.jpg,0,B1.3,44409,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_12.00.00.jpg,0,B1.3,44443,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_13.00.00.jpg,0,B1.3,44581,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_14.00.00.jpg,0,B1.3,44406,11.8741240042,31.0,,,
2010/12/08/HMI.m2010.12.08_15.00.00.jpg,0,B1.3,44377,11.8741240042,31.0,,,
2010/12/10/HMI.m2010.12.10_00.00.00.jpg,0,B2.4,44148,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_01.00.00.jpg,0,B2.4,44120,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_02.00.00.jpg,0,B2.4,43917,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_03.00.00.jpg,0,B2.4,43948,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_04.00.00.jpg,0,B2.4,44097,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_05.00.00.jpg,0,B2.4,44113,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_06.00.00.jpg,0,B2.4,44205,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_07.00.00.jpg,0,B2.4,44019,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_08.00.00.jpg,0,B2.4,44015,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_09.00.00.jpg,0,B2.4,43845,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_10.00.00.jpg,0,B2.4,43994,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_11.00.00.jpg,0,B2.4,44014,80.19100175220001,11.0,,,
2010/12/10/HMI.m2010.12.10_12.00.00.jpg,0,B4.0,44023,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_13.00.00.jpg,0,B4.0,44098,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_14.00.00.jpg,0,B4.0,44157,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_15.00.00.jpg,0,B4.0,43976,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_16.00.00.jpg,0,B4.0,43933,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_17.00.00.jpg,0,B4.0,44142,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_18.00.00.jpg,0,B4.0,44147,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_19.00.00.jpg,0,B4.0,44181,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_20.00.00.jpg,0,B4.0,44258,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/10/HMI.m2010.12.10_21.00.00.jpg,0,B4.0,44211,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/10/HMI.m2010.12.10_22.00.00.jpg,0,B4.0,44209,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/10/HMI.m2010.12.10_23.00.00.jpg,0,B4.0,44111,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/11/HMI.m2010.12.11_00.00.00.jpg,0,B4.0,43962,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/11/HMI.m2010.12.11_07.00.00.jpg,0,B4.1,43817,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_08.00.00.jpg,0,B4.1,43815,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_09.00.00.jpg,0,B4.1,43619,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_10.00.00.jpg,0,B4.1,43717,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_11.00.00.jpg,0,B4.1,43902,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_12.00.00.jpg,0,B4.1,43724,61.95925456319207,-24.18268535035239,,,
2010/12/11/HMI.m2010.12.11_13.00.00.jpg,0,B4.1,43749,61.95925456319207,-24.18268535035239,,,
2010/12/11/HMI.m2010.12.11_14.00.00.jpg,0,B4.1,43647,61.95925456319207,-24.18268535035239,,,
2010/12/11/HMI.m2010.12.11_15.00.00.jpg,0,B4.1,43492,61.95925456319207,-24.18268535035239,,,
2010/12/11/HMI.m2010.12.11_16.00.00.jpg,0,B4.1,43438,61.95925456319207,-24.18268535035239,,,
2010/12/11/HMI.m2010.12.11_17.00.00.jpg,0,B4.1,43544,61.95925456319207,-24.18268535035239,,,
2010/12/11/HMI.m2010.12.11_18.00.00.jpg,0,B4.1,43573,61.95925456319207,-24.18268535035239,,,
2010/12/11/HMI.m2010.12.11_19.00.00.jpg,0,B5.9,43641,-77.0,21.0,"['B5.9', 'B4.1']","[-77.0, 61.95925456319207]","[21.0, -24.18268535035239]"
2010/12/11/HMI.m2010.12.11_20.00.00.jpg,0,B5.9,43523,-77.0,21.0,"['B5.9', 'B4.1']","[-77.0, 61.95925456319207]","[21.0, -24.18268535035239]"
2010/12/11/HMI.m2010.12.11_21.00.00.jpg,0,B5.9,43696,-77.0,21.0,"['B5.9', 'B4.1']","[-77.0, 61.95925456319207]","[21.0, -24.18268535035239]"
2010/12/11/HMI.m2010.12.11_22.00.00.jpg,0,B5.9,43748,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/11/HMI.m2010.12.11_23.00.00.jpg,0,B5.9,43691,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_00.00.00.jpg,0,B5.9,43659,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_01.00.00.jpg,0,B5.9,43542,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_02.00.00.jpg,0,B5.9,43682,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_03.00.00.jpg,0,B5.9,43884,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_04.00.00.jpg,0,B5.9,43799,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_05.00.00.jpg,0,B5.9,43720,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_06.00.00.jpg,0,B5.9,43850,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_07.00.00.jpg,0,B5.9,43984,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_08.00.00.jpg,0,B5.9,43930,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_09.00.00.jpg,0,B5.9,43859,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_10.00.00.jpg,0,B5.9,43914,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_11.00.00.jpg,0,B5.9,44054,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_12.00.00.jpg,0,B5.9,44075,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_13.00.00.jpg,0,B5.9,43995,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_14.00.00.jpg,0,B5.9,43981,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_15.00.00.jpg,0,B5.9,43943,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_16.00.00.jpg,0,B5.9,44200,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_17.00.00.jpg,0,B5.9,44100,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_18.00.00.jpg,0,B5.9,43917,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_19.00.00.jpg,0,B2.7,43983,-66.35980866587715,20.04489393039677,"['B2.7', 'B2.4']","[-62.0927281063, 55.91444886421738]","[18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_20.00.00.jpg,0,B2.7,44008,-66.35980866587715,20.04489393039677,"['B2.7', 'B2.4']","[-62.0927281063, 55.91444886421738]","[18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_21.00.00.jpg,0,B2.7,44038,-66.35980866587715,20.04489393039677,"['B2.7', 'B2.4']","[-62.0927281063, 55.91444886421738]","[18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_22.00.00.jpg,0,B2.7,43906,-66.35980866587715,20.04489393039677,['B2.7'],[-62.0927281063],[18.0]
2010/12/12/HMI.m2010.12.12_23.00.00.jpg,0,B2.7,44006,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_00.00.00.jpg,0,B2.7,43858,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_01.00.00.jpg,0,B2.7,44017,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_02.00.00.jpg,0,B2.7,43982,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_03.00.00.jpg,0,B2.7,43913,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_04.00.00.jpg,0,B2.7,44040,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_05.00.00.jpg,0,B2.7,43952,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_06.00.00.jpg,0,B2.7,43775,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_07.00.00.jpg,0,B2.7,43859,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_08.00.00.jpg,0,B2.7,43666,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_09.00.00.jpg,0,B2.7,43755,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_10.00.00.jpg,0,B2.7,43828,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_11.00.00.jpg,0,B2.7,43995,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_12.00.00.jpg,0,B2.7,43851,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_13.00.00.jpg,0,B2.7,43792,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_14.00.00.jpg,0,B1.8,43656,75.35825538787586,31.34016251014709,,,
2010/12/13/HMI.m2010.12.13_15.00.00.jpg,0,B1.8,43643,75.35825538787586,31.34016251014709,,,
2010/12/13/HMI.m2010.12.13_16.00.00.jpg,0,C2.3,43792,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_17.00.00.jpg,0,C2.3,43754,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_18.00.00.jpg,0,C2.3,43614,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_19.00.00.jpg,0,C2.3,43706,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_20.00.00.jpg,0,C2.3,43579,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_21.00.00.jpg,0,C2.3,43765,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_22.00.00.jpg,0,C2.3,43580,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_23.00.00.jpg,0,C2.3,43554,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_00.00.00.jpg,0,C2.3,43540,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_01.00.00.jpg,0,C2.3,43474,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_02.00.00.jpg,0,C2.3,43599,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_03.00.00.jpg,0,C2.3,43708,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_05.00.00.jpg,0,C2.3,43747,55.0,16.0,"['C2.3', 'B5.0']","[55.0, -40.3404758266]","[16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_06.00.00.jpg,0,C2.3,43606,55.0,16.0,"['C2.3', 'B5.0']","[55.0, -40.3404758266]","[16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_07.00.00.jpg,0,C5.3,43591,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_08.00.00.jpg,0,C5.3,43340,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_09.00.00.jpg,0,C5.3,43365,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_10.00.00.jpg,0,C5.3,43491,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_11.00.00.jpg,0,C5.3,43488,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
