label,target,goes_class,fl_lon,fl_lat,rest_fl,rest_lon,rest_lat
2010/12/06/HMI.m2010.12.06_21.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/06/HMI.m2010.12.06_22.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/06/HMI.m2010.12.06_23.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_00.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_01.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_02.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_03.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_04.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_05.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.3']","[-38.5479308163, -9.549675635949882]","[16.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_06.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.4', 'B1.4', 'B1.3']","[-38.5479308163, -0.1138490336, -0.1138490336, -9.549675635949882]","[16.0, 31.0, 31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_07.00.00.jpg,0,B1.9,-38.5479308163,16.0,"['B1.9', 'B1.4', 'B1.4', 'B1.3']","[-38.5479308163, -0.1138490336, -0.1138490336, -9.549675635949882]","[16.0, 31.0, 31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_08.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_09.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_10.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_11.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_12.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_13.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_14.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_15.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_16.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_17.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_18.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_20.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, -9.549675635949882]","[31.0, 30.32041904758515]"
2010/12/07/HMI.m2010.12.07_21.00.00.jpg,0,B1.4,-0.1138490336,31.0,['B1.4'],[-0.1138490336],[31.0]
2010/12/07/HMI.m2010.12.07_22.00.00.jpg,0,B1.4,-0.1138490336,31.0,['B1.4'],[-0.1138490336],[31.0]
2010/12/07/HMI.m2010.12.07_23.00.00.jpg,0,B1.4,-0.1138490336,31.0,['B1.4'],[-0.1138490336],[31.0]
2010/12/08/HMI.m2010.12.08_00.00.00.jpg,0,B1.4,-0.1138490336,31.0,['B1.4'],[-0.1138490336],[31.0]
2010/12/08/HMI.m2010.12.08_01.00.00.jpg,0,B1.4,-0.1138490336,31.0,['B1.4'],[-0.1138490336],[31.0]
2010/12/08/HMI.m2010.12.08_02.00.00.jpg,0,B1.4,-0.1138490336,31.0,['B1.4'],[-0.1138490336],[31.0]
2010/12/08/HMI.m2010.12.08_03.00.00.jpg,0,B1.4,-0.1138490336,31.0,['B1.4'],[-0.1138490336],[31.0]
2010/12/08/HMI.m2010.12.08_04.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, 11.8741240042]","[31.0, 31.0]"
2010/12/08/HMI.m2010.12.08_05.00.00.jpg,0,B1.4,-0.1138490336,31.0,"['B1.4', 'B1.3']","[-0.1138490336, 11.8741240042]","[31.0, 31.0]"
2010/12/08/HMI.m2010.12.08_06.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_07.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_08.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_09.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_10.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_11.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_12.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_13.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_14.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/08/HMI.m2010.12.08_15.00.00.jpg,0,B1.3,11.8741240042,31.0,0,0,0
2010/12/10/HMI.m2010.12.10_00.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_01.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_02.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_03.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_04.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_05.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_06.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_07.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_08.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_09.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_10.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_11.00.00.jpg,0,B2.4,80.19100175220001,11.0,0,0,0
2010/12/10/HMI.m2010.12.10_12.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_13.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_14.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_15.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_16.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_17.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_18.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_19.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,"['B4.0', 'B2.4']","[41.3439097541, 80.19100175220001]","[31.0, 11.0]"
2010/12/10/HMI.m2010.12.10_20.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/10/HMI.m2010.12.10_21.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/10/HMI.m2010.12.10_22.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/10/HMI.m2010.12.10_23.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/11/HMI.m2010.12.11_00.00.00.jpg,0,B4.0,39.45382723044514,34.2832072913209,['B4.0'],[41.3439097541],[31.0]
2010/12/11/HMI.m2010.12.11_07.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_08.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_09.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_10.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_11.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,"['B4.0', 'B4.0']","[39.45382723044514, 41.3439097541]","[34.2832072913209, 31.0]"
2010/12/11/HMI.m2010.12.11_12.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,0,0,0
2010/12/11/HMI.m2010.12.11_13.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,0,0,0
2010/12/11/HMI.m2010.12.11_14.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,0,0,0
2010/12/11/HMI.m2010.12.11_15.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,0,0,0
2010/12/11/HMI.m2010.12.11_16.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,0,0,0
2010/12/11/HMI.m2010.12.11_17.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,0,0,0
2010/12/11/HMI.m2010.12.11_18.00.00.jpg,0,B4.1,61.95925456319207,-24.18268535035239,0,0,0
2010/12/11/HMI.m2010.12.11_19.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1']","[-77.0, 61.95925456319207]","[21.0, -24.18268535035239]"
2010/12/11/HMI.m2010.12.11_20.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1']","[-77.0, 61.95925456319207]","[21.0, -24.18268535035239]"
2010/12/11/HMI.m2010.12.11_21.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1']","[-77.0, 61.95925456319207]","[21.0, -24.18268535035239]"
2010/12/11/HMI.m2010.12.11_22.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/11/HMI.m2010.12.11_23.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_00.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_01.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_02.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_03.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B4.1', 'B2.4']","[-77.0, 61.95925456319207, 55.91444886421738]","[21.0, -24.18268535035239, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_04.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_05.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_06.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_07.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_08.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_09.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_10.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_11.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_12.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_13.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.4']","[-77.0, 55.91444886421738]","[21.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_14.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_15.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_16.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_17.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_18.00.00.jpg,0,B5.9,-77.0,21.0,"['B5.9', 'B2.7', 'B2.7', 'B2.4']","[-77.0, -66.35980866587715, -62.0927281063, 55.91444886421738]","[21.0, 20.04489393039677, 18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_19.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B2.4']","[-62.0927281063, 55.91444886421738]","[18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_20.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B2.4']","[-62.0927281063, 55.91444886421738]","[18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_21.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B2.4']","[-62.0927281063, 55.91444886421738]","[18.0, 29.91321537192284]"
2010/12/12/HMI.m2010.12.12_22.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,['B2.7'],[-62.0927281063],[18.0]
2010/12/12/HMI.m2010.12.12_23.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_00.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_01.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_02.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_03.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_04.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_05.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_06.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_07.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_08.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_09.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_10.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_11.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_12.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_13.00.00.jpg,0,B2.7,-66.35980866587715,20.04489393039677,"['B2.7', 'B1.8']","[-62.0927281063, 75.35825538787586]","[18.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_14.00.00.jpg,0,B1.8,75.35825538787586,31.34016251014709,0,0,0
2010/12/13/HMI.m2010.12.13_15.00.00.jpg,0,B1.8,75.35825538787586,31.34016251014709,0,0,0
2010/12/13/HMI.m2010.12.13_16.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_17.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_18.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_19.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_20.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_21.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_22.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B1.8']","[55.0, 75.35825538787586]","[16.0, 31.34016251014709]"
2010/12/13/HMI.m2010.12.13_23.00.00.jpg,0,C2.3,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_00.00.00.jpg,0,C2.3,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_01.00.00.jpg,0,C2.3,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_02.00.00.jpg,0,C2.3,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_03.00.00.jpg,0,C2.3,55.0,16.0,['C2.3'],[55.0],[16.0]
2010/12/14/HMI.m2010.12.14_05.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B5.0']","[55.0, -40.3404758266]","[16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_06.00.00.jpg,0,C2.3,55.0,16.0,"['C2.3', 'B5.0']","[55.0, -40.3404758266]","[16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_07.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_08.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_09.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_10.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_11.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_12.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.0']","[55.0, 55.0, -40.3404758266]","[16.0, 16.0, 18.0]"
2010/12/14/HMI.m2010.12.14_13.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.8', 'B5.0']","[55.0, 55.0, -36.8664078658, -40.3404758266]","[16.0, 16.0, 18.0, 18.0]"
2010/12/14/HMI.m2010.12.14_14.00.00.jpg,0,C5.3,-39.1412721994,18.0,"['C2.3', 'C2.3', 'B5.8', 'B5.0']","[55.0, 55.0, -36.8664078658, -40.3404758266]","[16.0, 16.0, 18.0, 18.0]"
